player_id,player_name,position,team,identity_status,identity_source
00-0039936,Thomas Yassmin,TE,GB,EXACT,nflverse.players.gsis_id
00-0040058,Nick Kallerup,TE,SEA,EXACT,nflverse.players.gsis_id
00-0040081,Jake Briningstool,TE,KC,EXACT,nflverse.players.gsis_id
00-0040126,Colston Loveland,TE,CHI,EXACT,nflverse.players.gsis_id
00-0040128,Tyler Warren,TE,IND,EXACT,nflverse.players.gsis_id
00-0040187,Mitchell Evans,TE,CAR,EXACT,nflverse.players.gsis_id
00-0040189,Oronde Gadsden II,TE,LAC,EXACT,nflverse.players.gsis_id
00-0040194,Jackson Hawes,TE,BUF,EXACT,nflverse.players.gsis_id
00-0040215,Gavin Bartholomew,TE,MIN,EXACT,nflverse.players.gsis_id
00-0040225,Thomas Fidone II,TE,NYG,EXACT,nflverse.players.gsis_id
00-0040240,Caleb Lohner,TE,DEN,EXACT,nflverse.players.gsis_id
00-0040244,Moliki Matavao,TE,NO,EXACT,nflverse.players.gsis_id
00-0040301,Jalin Conyers,TE,MIA,EXACT,nflverse.players.gsis_id
00-0040363,Keleki Latu,TE,BUF,EXACT,nflverse.players.gsis_id
00-0040488,Carter Runyon,TE,LV,EXACT,nflverse.players.gsis_id
00-0040504,Bryson Nesbit,TE,MIN,EXACT,nflverse.players.gsis_id
00-0040509,Ben Yurosek,TE,MIN,EXACT,nflverse.players.gsis_id
00-0040584,Gunnar Helm,TE,TEN,EXACT,nflverse.players.gsis_id
00-0040598,Mark Redman,TE,GB,EXACT,nflverse.players.gsis_id
00-0040663,Harold Fannin Jr.,TE,CLE,EXACT,nflverse.players.gsis_id
00-0040736,Mason Taylor,TE,NYJ,EXACT,nflverse.players.gsis_id
00-0040737,Terrance Ferguson,TE,LA,EXACT,nflverse.players.gsis_id
00-0040739,Elijah Arroyo,TE,SEA,EXACT,nflverse.players.gsis_id
00-0040853,Carson Towt,TE,IND,EXACT,nflverse.players.gsis_id
00-0040879,Matthew Hibner,TE,BAL,EXACT,nflverse.players.gsis_id
00-0040887,Josh Cuevas,TE,BAL,EXACT,nflverse.players.gsis_id
00-0040901,Jaren Kanak,TE,TEN,EXACT,nflverse.players.gsis_id
00-0040938,DJ Rogers,TE,DAL,EXACT,nflverse.players.gsis_id
00-0040955,John Michael Gyllenborg,TE,KC,EXACT,nflverse.players.gsis_id
00-0041032,Kenyon Sadiq,TE,NYJ,EXACT,nflverse.players.gsis_id
00-0041041,Oscar Delp,TE,NO,EXACT,nflverse.players.gsis_id
00-0041077,Justin Joly,TE,MIA,EXACT,nflverse.players.gsis_id
00-0041084,Tanner Koziol,TE,JAX,EXACT,nflverse.players.gsis_id
00-0041094,Bauer Sharp,TE,TB,EXACT,nflverse.players.gsis_id
00-0041116,Jack Endries,TE,CIN,EXACT,nflverse.players.gsis_id
00-0041131,Carsen Ryan,TE,CLE,EXACT,nflverse.players.gsis_id
00-0041133,Dallen Bentley,TE,DEN,EXACT,nflverse.players.gsis_id
00-0041170,Hayden Large,TE,CHI,EXACT,nflverse.players.gsis_id
00-0041180,Quentin Moore,TE,WAS,EXACT,nflverse.players.gsis_id
00-0041314,Tanner Arkin,TE,NE,EXACT,nflverse.players.gsis_id
00-0041366,Jameson Geers,TE,ARI,EXACT,nflverse.players.gsis_id
00-0041395,Eli Raridon,TE,NE,EXACT,nflverse.players.gsis_id
00-0041472,Marlin Klein,TE,HOU,EXACT,nflverse.players.gsis_id
00-0041483,Eli Stowers,TE,PHI,EXACT,nflverse.players.gsis_id
00-0041503,Nate Boerkircher,TE,JAX,EXACT,nflverse.players.gsis_id
00-0041510,Max Klare,TE,LA,EXACT,nflverse.players.gsis_id
00-0041524,Will Kacmarek,TE,MIA,EXACT,nflverse.players.gsis_id
00-0041558,Sam Roush,TE,CHI,EXACT,nflverse.players.gsis_id
00-0041579,Seydou Traore,TE,MIA,EXACT,nflverse.players.gsis_id
00-0030035,Adam Thielen,WR,PIT,EXACT,nflverse.players.gsis_id
00-0030279,Keenan Allen,WR,IND,EXACT,nflverse.players.gsis_id
00-0030564,DeAndre Hopkins,WR,BAL,EXACT,nflverse.players.gsis_id
00-0031235,Odell Beckham Jr.,WR,NYG,EXACT,nflverse.players.gsis_id
00-0031236,Brandin Cooks,WR,BUF,EXACT,nflverse.players.gsis_id
00-0031381,Davante Adams,WR,LA,EXACT,nflverse.players.gsis_id
00-0031408,Mike Evans,WR,SF,EXACT,nflverse.players.gsis_id
00-0031588,Stefon Diggs,WR,WAS,EXACT,nflverse.players.gsis_id
00-0031763,DeAndre Carter,WR,CLE,EXACT,nflverse.players.gsis_id
00-0032211,Tyler Lockett,WR,LV,EXACT,nflverse.players.gsis_id
00-0032464,Kalif Raymond,WR,CHI,EXACT,nflverse.players.gsis_id
00-0032775,Demarcus Robinson,WR,SF,EXACT,nflverse.players.gsis_id
00-0032951,Laquon Treadwell,WR,IND,EXACT,nflverse.players.gsis_id
00-0033040,Tyreek Hill,WR,MIA,EXACT,nflverse.players.gsis_id
00-0033282,Curtis Samuel,WR,BUF,EXACT,nflverse.players.gsis_id
00-0033292,Trent Taylor,WR,SF,EXACT,nflverse.players.gsis_id
00-0033307,Kendrick Bourne,WR,ARI,EXACT,nflverse.players.gsis_id
00-0033375,Tim Patrick,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0033555,Mack Hollins,WR,NE,EXACT,nflverse.players.gsis_id
00-0033591,Noah Brown,WR,WAS,EXACT,nflverse.players.gsis_id
00-0033857,JuJu Smith-Schuster,WR,KC,EXACT,nflverse.players.gsis_id
00-0033891,Zay Jones,WR,ARI,EXACT,nflverse.players.gsis_id
00-0033908,Cooper Kupp,WR,SEA,EXACT,nflverse.players.gsis_id
00-0033921,Chris Godwin Jr.,WR,TB,EXACT,nflverse.players.gsis_id
00-0033943,Josh Reynolds,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0034272,Marquez Valdes-Scantling,WR,PIT,EXACT,nflverse.players.gsis_id
00-0034348,Courtland Sutton,WR,DEN,EXACT,nflverse.players.gsis_id
00-0034418,Cedrick Wilson Jr.,WR,MIA,EXACT,nflverse.players.gsis_id
00-0034775,Christian Kirk,WR,SF,EXACT,nflverse.players.gsis_id
00-0034827,DJ Moore,WR,BUF,EXACT,nflverse.players.gsis_id
00-0034837,Calvin Ridley,WR,TEN,EXACT,nflverse.players.gsis_id
00-0034860,Dante Pettis,WR,NO,EXACT,nflverse.players.gsis_id
00-0034960,Jakobi Meyers,WR,JAX,EXACT,nflverse.players.gsis_id
00-0035021,Ashton Dulin,WR,IND,EXACT,nflverse.players.gsis_id
00-0035045,D.J. Montgomery,WR,IND,EXACT,nflverse.players.gsis_id
00-0035208,Olamide Zaccheaus,WR,ATL,EXACT,nflverse.players.gsis_id
00-0035359,David Sills,WR,TB,EXACT,nflverse.players.gsis_id
00-0035406,Lil'Jordan Humphrey,WR,DEN,EXACT,nflverse.players.gsis_id
00-0035535,Darius Slayton,WR,NYG,EXACT,nflverse.players.gsis_id
00-0035640,DK Metcalf,WR,PIT,EXACT,nflverse.players.gsis_id
00-0035645,Gunner Olszewski,WR,NYG,EXACT,nflverse.players.gsis_id
00-0035659,Terry McLaurin,WR,WAS,EXACT,nflverse.players.gsis_id
00-0035662,Marquise Brown,WR,PHI,EXACT,nflverse.players.gsis_id
00-0035676,A.J. Brown,WR,NE,EXACT,nflverse.players.gsis_id
00-0035719,Deebo Samuel Sr.,WR,SF,EXACT,nflverse.players.gsis_id
00-0035876,Andre Baccellia,WR,ARI,EXACT,nflverse.players.gsis_id
00-0036133,James Proche,WR,TEN,EXACT,nflverse.players.gsis_id
00-0036165,Isaiah Hodgins,WR,NYG,EXACT,nflverse.players.gsis_id
00-0036176,Mason Kinsey,WR,TEN,EXACT,nflverse.players.gsis_id
00-0036196,Gabe Davis,WR,BUF,EXACT,nflverse.players.gsis_id
00-0036252,Michael Pittman,WR,PIT,EXACT,nflverse.players.gsis_id
00-0036259,Jauan Jennings,WR,MIN,EXACT,nflverse.players.gsis_id
00-0036309,Darnell Mooney,WR,NYG,EXACT,nflverse.players.gsis_id
00-0036322,Justin Jefferson,WR,MIN,EXACT,nflverse.players.gsis_id
00-0036331,Devin Duvernay,WR,ARI,EXACT,nflverse.players.gsis_id
00-0036358,CeeDee Lamb,WR,DAL,EXACT,nflverse.players.gsis_id
00-0036407,Jerry Jeudy,WR,CLE,EXACT,nflverse.players.gsis_id
00-0036410,Tee Higgins,WR,CIN,EXACT,nflverse.players.gsis_id
00-0036463,Chris Blair,WR,ATL,EXACT,nflverse.players.gsis_id
00-0036550,Rashod Bateman,WR,BAL,EXACT,nflverse.players.gsis_id
00-0036554,Nico Collins,WR,HOU,EXACT,nflverse.players.gsis_id
00-0036613,Jaylen Waddle,WR,DEN,EXACT,nflverse.players.gsis_id
00-0036620,Dee Eskridge,WR,MIA,EXACT,nflverse.players.gsis_id
00-0036626,Dyami Brown,WR,WAS,EXACT,nflverse.players.gsis_id
00-0036630,Tylan Wallace,WR,CLE,EXACT,nflverse.players.gsis_id
00-0036646,Simi Fehoko,WR,ARI,EXACT,nflverse.players.gsis_id
00-0036849,Tutu Atwell,WR,LA,EXACT,nflverse.players.gsis_id
00-0036862,Ben Skowronek,WR,PIT,EXACT,nflverse.players.gsis_id
00-0036900,Ja'Marr Chase,WR,CIN,EXACT,nflverse.players.gsis_id
00-0036912,DeVonta Smith,WR,PHI,EXACT,nflverse.players.gsis_id
00-0036936,Rondale Moore,WR,MIN,EXACT,nflverse.players.gsis_id
00-0036963,Amon-Ra St. Brown,WR,DET,EXACT,nflverse.players.gsis_id
00-0036980,Elijah Moore,WR,PHI,EXACT,nflverse.players.gsis_id
00-0036988,Josh Palmer,WR,BUF,EXACT,nflverse.players.gsis_id
00-0037091,Bo Melton,WR,GB,EXACT,nflverse.players.gsis_id
00-0037093,Dareke Young,WR,LV,EXACT,nflverse.players.gsis_id
00-0037098,Samori Toure,WR,NO,EXACT,nflverse.players.gsis_id
00-0037156,Irvin Charles,WR,SEA,EXACT,nflverse.players.gsis_id
00-0037238,Drake London,WR,ATL,EXACT,nflverse.players.gsis_id
00-0037239,Chris Olave,WR,NO,EXACT,nflverse.players.gsis_id
00-0037240,Jameson Williams,WR,DET,EXACT,nflverse.players.gsis_id
00-0037247,George Pickens,WR,DAL,EXACT,nflverse.players.gsis_id
00-0037261,Khalil Shakir,WR,BUF,EXACT,nflverse.players.gsis_id
00-0037291,Jalen Nailor,WR,LV,EXACT,nflverse.players.gsis_id
00-0037524,Tay Martin,WR,DET,EXACT,nflverse.players.gsis_id
00-0037545,Rashid Shaheed,WR,SEA,EXACT,nflverse.players.gsis_id
00-0037614,John Metchie III,WR,CAR,EXACT,nflverse.players.gsis_id
00-0037664,Alec Pierce,WR,IND,EXACT,nflverse.players.gsis_id
00-0037666,Jalen Tolbert,WR,MIA,EXACT,nflverse.players.gsis_id
00-0037740,Garrett Wilson,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0037741,Jahan Dotson,WR,ATL,EXACT,nflverse.players.gsis_id
00-0037742,Treylon Burks,WR,WAS,EXACT,nflverse.players.gsis_id
00-0037801,KaVontae Turpin,WR,DAL,EXACT,nflverse.players.gsis_id
00-0037816,Romeo Doubs,WR,NE,EXACT,nflverse.players.gsis_id
00-0037837,Calvin Austin III,WR,NYG,EXACT,nflverse.players.gsis_id
00-0038090,Skyy Moore,WR,GB,EXACT,nflverse.players.gsis_id
00-0038104,Tyquan Thornton,WR,KC,EXACT,nflverse.players.gsis_id
00-0038117,Wan'Dale Robinson,WR,TEN,EXACT,nflverse.players.gsis_id
00-0038124,Christian Watson,WR,GB,EXACT,nflverse.players.gsis_id
00-0038359,Xavier Smith,WR,LA,EXACT,nflverse.players.gsis_id
00-0038393,Dontayvion Wicks,WR,PHI,EXACT,nflverse.players.gsis_id
00-0038477,Bryce Ford-Wheaton,WR,NYG,EXACT,nflverse.players.gsis_id
00-0038496,Xavier Gipson,WR,NYG,EXACT,nflverse.players.gsis_id
00-0038519,Nikko Remigio,WR,KC,EXACT,nflverse.players.gsis_id
00-0038543,Jaxon Smith-Njigba,WR,SEA,EXACT,nflverse.players.gsis_id
00-0038544,Quentin Johnston,WR,LAC,EXACT,nflverse.players.gsis_id
00-0038559,Michael Wilson,WR,ARI,EXACT,nflverse.players.gsis_id
00-0038563,Tre Tucker,WR,LV,EXACT,nflverse.players.gsis_id
00-0038573,Derius Davis,WR,LAC,EXACT,nflverse.players.gsis_id
00-0038606,Parker Washington,WR,JAX,EXACT,nflverse.players.gsis_id
00-0038608,Kayshon Boutte,WR,HOU,EXACT,nflverse.players.gsis_id
00-0038618,Xavier Hutchinson,WR,HOU,EXACT,nflverse.players.gsis_id
00-0038619,Andrei Iosivas,WR,CIN,EXACT,nflverse.players.gsis_id
00-0038621,DeMario Douglas,WR,NE,EXACT,nflverse.players.gsis_id
00-0038640,Jalen Brooks,WR,ARI,EXACT,nflverse.players.gsis_id
00-0038679,Tyrell Shavers,WR,BUF,EXACT,nflverse.players.gsis_id
00-0038728,Jared Wayne,WR,HOU,EXACT,nflverse.players.gsis_id
00-0038752,Jake Bobo,WR,SEA,EXACT,nflverse.players.gsis_id
00-0038824,Ryan Miller,WR,MIA,EXACT,nflverse.players.gsis_id
00-0038840,Brycen Tremayne,WR,CAR,EXACT,nflverse.players.gsis_id
00-0038891,Shedrick Jackson,WR,LV,EXACT,nflverse.players.gsis_id
00-0038976,Marvin Mims Jr.,WR,DEN,EXACT,nflverse.players.gsis_id
00-0038977,Tank Dell,WR,HOU,EXACT,nflverse.players.gsis_id
00-0038994,Jordan Addison,WR,MIN,EXACT,nflverse.players.gsis_id
00-0038997,Josh Downs,WR,IND,EXACT,nflverse.players.gsis_id
00-0039062,Jonathan Mingo,WR,DAL,EXACT,nflverse.players.gsis_id
00-0039064,Zay Flowers,WR,BAL,EXACT,nflverse.players.gsis_id
00-0039067,Rashee Rice,WR,KC,EXACT,nflverse.players.gsis_id
00-0039075,Puka Nacua,WR,LA,EXACT,nflverse.players.gsis_id
00-0039146,Jayden Reed,WR,GB,EXACT,nflverse.players.gsis_id
00-0039236,Johnny Wilson,WR,PHI,EXACT,nflverse.players.gsis_id
00-0039259,Dayton Wade,WR,BAL,EXACT,nflverse.players.gsis_id
00-0039337,Malik Nabers,WR,NYG,EXACT,nflverse.players.gsis_id
00-0039342,Xavier Legette,WR,CAR,EXACT,nflverse.players.gsis_id
00-0039355,Luke McCaffrey,WR,WAS,EXACT,nflverse.players.gsis_id
00-0039365,Jacob Cowing,WR,SF,EXACT,nflverse.players.gsis_id
00-0039379,Jamari Thrash,WR,CLE,EXACT,nflverse.players.gsis_id
00-0039386,Bub Means,WR,NO,EXACT,nflverse.players.gsis_id
00-0039397,Tejhaun Palmer,WR,ARI,EXACT,nflverse.players.gsis_id
00-0039410,Ryan Flournoy,WR,DAL,EXACT,nflverse.players.gsis_id
00-0039424,Devaughn Vele,WR,NO,EXACT,nflverse.players.gsis_id
00-0039451,Isaiah Williams,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0039491,Jalen Coker,WR,CAR,EXACT,nflverse.players.gsis_id
00-0039521,Xavier Weaver,WR,ARI,EXACT,nflverse.players.gsis_id
00-0039552,Joshua Cephus,WR,JAX,EXACT,nflverse.players.gsis_id
00-0039589,Kameron Johnson,WR,TB,EXACT,nflverse.players.gsis_id
00-0039623,Mason Tipton,WR,NO,EXACT,nflverse.players.gsis_id
00-0039626,Cole Burgess,WR,PIT,EXACT,nflverse.players.gsis_id
00-0039739,Roman Wilson,WR,PIT,EXACT,nflverse.players.gsis_id
00-0039751,Jordan Whittington,WR,LA,EXACT,nflverse.players.gsis_id
00-0039792,Devontez Walker,WR,BAL,EXACT,nflverse.players.gsis_id
00-0039849,Marvin Harrison Jr.,WR,ARI,EXACT,nflverse.players.gsis_id
00-0039855,Jalen McMillan,WR,TB,EXACT,nflverse.players.gsis_id
00-0039868,Troy Franklin,WR,DEN,EXACT,nflverse.players.gsis_id
00-0039880,Malik Washington,WR,MIA,EXACT,nflverse.players.gsis_id
00-0039884,Tahj Washington,WR,MIA,EXACT,nflverse.players.gsis_id
00-0039890,Adonai Mitchell,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0039893,Brian Thomas Jr.,WR,JAX,EXACT,nflverse.players.gsis_id
00-0039894,Xavier Worthy,WR,KC,EXACT,nflverse.players.gsis_id
00-0039901,Keon Coleman,WR,BUF,EXACT,nflverse.players.gsis_id
00-0039907,Ja'Lynn Polk,WR,NO,EXACT,nflverse.players.gsis_id
00-0039915,Ladd McConkey,WR,LAC,EXACT,nflverse.players.gsis_id
00-0039916,Ricky Pearsall,WR,SF,EXACT,nflverse.players.gsis_id
00-0039919,Rome Odunze,WR,CHI,EXACT,nflverse.players.gsis_id
00-0039920,Malachi Corley,WR,CLE,EXACT,nflverse.players.gsis_id
00-0040009,Savion Williams,WR,GB,EXACT,nflverse.players.gsis_id
00-0040024,Darius Cooper,WR,PHI,EXACT,nflverse.players.gsis_id
00-0040075,LaJohntay Wester,WR,BAL,EXACT,nflverse.players.gsis_id
00-0040120,Jimmy Holiday,WR,KC,EXACT,nflverse.players.gsis_id
00-0040124,Tetairoa McMillan,WR,CAR,EXACT,nflverse.players.gsis_id
00-0040129,Emeka Egbuka,WR,TB,EXACT,nflverse.players.gsis_id
00-0040130,Jayden Higgins,WR,HOU,EXACT,nflverse.players.gsis_id
00-0040131,Kyle Williams,WR,NE,EXACT,nflverse.players.gsis_id
00-0040134,Pat Bryant,WR,DEN,EXACT,nflverse.players.gsis_id
00-0040138,Jaylin Noel,WR,HOU,EXACT,nflverse.players.gsis_id
00-0040154,Tai Felton,WR,MIN,EXACT,nflverse.players.gsis_id
00-0040164,Jaylin Lane,WR,WAS,EXACT,nflverse.players.gsis_id
00-0040170,Elic Ayomanor,WR,TEN,EXACT,nflverse.players.gsis_id
00-0040172,Jordan Watkins,WR,SF,EXACT,nflverse.players.gsis_id
00-0040184,KeAndre Lambert-Smith,WR,LAC,EXACT,nflverse.players.gsis_id
00-0040218,Jimmy Horn Jr.,WR,CAR,EXACT,nflverse.players.gsis_id
00-0040237,Tez Johnson,WR,TB,EXACT,nflverse.players.gsis_id
00-0040259,Gage Larvadain,WR,CLE,EXACT,nflverse.players.gsis_id
00-0040277,Jahdae Walker,WR,CHI,EXACT,nflverse.players.gsis_id
00-0040317,Jacoby Jones,WR,WAS,EXACT,nflverse.players.gsis_id
00-0040390,Jackson Meeks,WR,DET,EXACT,nflverse.players.gsis_id
00-0040406,Quentin Skinner,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0040432,Beaux Collins,WR,ATL,EXACT,nflverse.players.gsis_id
00-0040456,Da'Quan Felton,WR,NYG,EXACT,nflverse.players.gsis_id
00-0040506,Myles Price,WR,MIN,EXACT,nflverse.players.gsis_id
00-0040534,Ke'Shawn Williams,WR,CIN,EXACT,nflverse.players.gsis_id
00-0040563,Efton Chism III,WR,NE,EXACT,nflverse.players.gsis_id
00-0040570,Jeremiah Webb,WR,NE,EXACT,nflverse.players.gsis_id
00-0040581,Dont'e Thornton Jr.,WR,LV,EXACT,nflverse.players.gsis_id
00-0040582,Arian Smith,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0040590,Konata Mumpfield,WR,LA,EXACT,nflverse.players.gsis_id
00-0040621,Montorie Foster Jr,WR,SEA,EXACT,nflverse.players.gsis_id
00-0040629,Dalevon Campbell,WR,LAC,EXACT,nflverse.players.gsis_id
00-0040646,Jalen Royals,WR,KC,EXACT,nflverse.players.gsis_id
00-0040648,Tory Horton,WR,SEA,EXACT,nflverse.players.gsis_id
00-0040667,Matthew Golden,WR,GB,EXACT,nflverse.players.gsis_id
00-0040669,Isaac TeSlaa,WR,DET,EXACT,nflverse.players.gsis_id
00-0040705,Chimere Dike,WR,TEN,EXACT,nflverse.players.gsis_id
00-0040727,Tre Harris,WR,LAC,EXACT,nflverse.players.gsis_id
00-0040729,Jack Bech,WR,LV,EXACT,nflverse.players.gsis_id
00-0040735,Luther Burden III,WR,CHI,EXACT,nflverse.players.gsis_id
00-0040769,Jaden Smith,WR,TB,EXACT,nflverse.players.gsis_id
00-0040782,Isaiah Bond,WR,CLE,EXACT,nflverse.players.gsis_id
00-0040785,Dohnte Meyers,WR,CIN,EXACT,nflverse.players.gsis_id
00-0040867,Makai Lemon,WR,PHI,EXACT,nflverse.players.gsis_id
00-0040870,Ja'Kobi Lane,WR,BAL,EXACT,nflverse.players.gsis_id
00-0040876,Elijah Sarratt,WR,BAL,EXACT,nflverse.players.gsis_id
00-0040890,Cyrus Allen,WR,KC,EXACT,nflverse.players.gsis_id
00-0040894,Malik Benson,WR,LV,EXACT,nflverse.players.gsis_id
00-0040930,Camden Brown,WR,DAL,EXACT,nflverse.players.gsis_id
00-0040948,J. Michael Sturdivant,WR,GB,EXACT,nflverse.players.gsis_id
00-0040953,Jeff Caldwell,WR,KC,EXACT,nflverse.players.gsis_id
00-0041005,Corey Rucker,WR,LV,EXACT,nflverse.players.gsis_id
00-0041029,Jordyn Tyson,WR,NO,EXACT,nflverse.players.gsis_id
00-0041035,De'Zhaun Stribling,WR,SF,EXACT,nflverse.players.gsis_id
00-0041037,Denzel Boston,WR,CLE,EXACT,nflverse.players.gsis_id
00-0041040,Antonio Williams,WR,WAS,EXACT,nflverse.players.gsis_id
00-0041042,Malachi Fields,WR,NYG,EXACT,nflverse.players.gsis_id
00-0041044,Zachariah Branch,WR,ATL,EXACT,nflverse.players.gsis_id
00-0041047,Chris Brazzell II,WR,CAR,EXACT,nflverse.players.gsis_id
00-0041048,Ted Hurst III,WR,TB,EXACT,nflverse.players.gsis_id
00-0041051,Zavion Thomas,WR,CHI,EXACT,nflverse.players.gsis_id
00-0041067,Bryce Lance,WR,NO,EXACT,nflverse.players.gsis_id
00-0041069,Colbie Young,WR,CIN,EXACT,nflverse.players.gsis_id
00-0041070,Reggie Virgil,WR,ARI,EXACT,nflverse.players.gsis_id
00-0041099,Barion Brown,WR,NO,EXACT,nflverse.players.gsis_id
00-0041100,Josh Cameron,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041106,C.J. Williams,WR,JAX,EXACT,nflverse.players.gsis_id
00-0041132,Deion Burks,WR,IND,EXACT,nflverse.players.gsis_id
00-0041397,Kaden Wetjen,WR,PIT,EXACT,nflverse.players.gsis_id
00-0041399,CJ Daniels,WR,LA,EXACT,nflverse.players.gsis_id
00-0041438,Carnell Tate,WR,TEN,EXACT,nflverse.players.gsis_id
00-0041443,Skyler Bell,WR,BUF,EXACT,nflverse.players.gsis_id
00-0041446,Kendrick Law,WR,DET,EXACT,nflverse.players.gsis_id
00-0041489,Germie Bernard,WR,PIT,EXACT,nflverse.players.gsis_id
00-0041511,Omar Cooper Jr.,WR,NYJ,EXACT,nflverse.players.gsis_id
00-0041523,Caleb Douglas,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041525,Chris Bell,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041529,Kevin Coleman Jr.,WR,MIA,EXACT,nflverse.players.gsis_id
00-0041547,KC Concepcion,WR,CLE,EXACT,nflverse.players.gsis_id
00-0041550,Brenen Thompson,WR,LAC,EXACT,nflverse.players.gsis_id
